current,voltage,temperature,cell_voltage_min,soc,cycle_count,internal_resistance,charge_capacity,discharge_capacity,c_rate,dod,soh,cell_voltage_max,mfg_rated_cycles,calendar_age_days,chemistry_type
5.84,3.7345,17.8,3.731,0.6169,505,0.033555,49.37,47.48,0.1144,0.3669,0.9333,3.738,1090,520,0.0
39.82,3.7114,18.9,3.695,0.5905,514,0.033972,46.84,48.15,0.7573,0.4687,0.9359,3.7278,1090,527,0.0
-5.15,3.8016,18.3,3.7765,0.6632,523,0.031202,46.96,47.64,0.1034,0.2398,0.9306,3.8267,1090,534,0.0
15.23,3.9756,18.7,3.9723,0.7972,531,0.033123,48.17,47.54,0.2972,0.3617,0.9328,3.9788,1090,540,0.0
-30.66,3.7771,19.4,3.7713,0.6425,540,0.035673,47.32,47.52,0.6626,0.2219,0.9342,3.7828,1090,546,0.0
-12.66,3.8988,29.4,3.8491,0.7583,549,0.040102,46.11,45.91,0.231,0.4901,0.9115,3.9485,1090,553,0.0
-23.83,3.9355,9.4,3.9238,0.7716,558,0.032991,47.98,47.48,0.4677,0.4938,0.9337,3.9471,1090,560,0.0
-33.01,3.4411,17.8,3.4368,0.3718,566,0.034517,49.3,48.39,0.6236,0.3719,0.9218,3.4454,1090,566,0.0
32.27,3.8572,12.4,3.8411,0.7028,575,0.03243,47.92,44.5,0.6549,0.0643,0.9321,3.8732,1090,573,0.0
6.99,3.5911,30.9,3.5803,0.4896,584,0.03595,43.84,46.7,0.1347,0.6591,0.9028,3.6018,1090,580,0.0
11.29,3.9382,23.8,3.9372,0.7619,592,0.033765,47.94,47.35,0.2094,0.4889,0.9148,3.9392,1090,586,0.0
-76.77,3.9761,13.3,3.9757,0.7955,601,0.03163,47.3,47.19,1.4855,0.4035,0.934,3.9765,1090,593,0.0
62.01,3.7196,21.8,3.7167,0.5905,610,0.032303,48.05,45.62,1.3027,0.4499,0.925,3.7225,1090,599,0.0
5.33,3.8854,31.1,3.8789,0.7544,619,0.033509,44.31,44.05,0.1016,0.6214,0.8937,3.8918,1090,606,0.0
15.64,4.0255,38.6,4.0134,0.8354,627,0.039769,41.79,41.59,0.312,0.3797,0.8549,4.0375,1090,612,0.0
-59.05,3.6521,22.7,3.6154,0.5653,636,0.038996,47.9,46.01,1.1287,0.5292,0.9115,3.6887,1090,619,0.0
-27.5,3.9978,10.3,3.9898,0.8164,645,0.028379,47.54,49.68,0.5482,0.6406,0.9439,4.0059,1090,626,0.0
24.83,3.4916,27.8,3.4907,0.416,654,0.03343,44.27,46.13,0.4938,0.5415,0.9053,3.4925,1090,633,0.0
-83.66,3.5293,7.3,3.5226,0.438,662,0.034791,46.84,46.59,1.6218,0.6724,0.9259,3.5361,1090,639,0.0
22.83,3.405,13.0,3.3844,0.3336,671,0.034337,45.37,45.8,0.4502,0.3055,0.9262,3.4256,1090,645,0.0
-8.43,3.8665,18.1,3.8458,0.7235,680,0.029055,46.77,44.56,0.1705,0.6062,0.9198,3.8872,1090,652,0.0
10.47,3.6767,16.2,3.6714,0.5471,688,0.033343,45.62,48.47,0.1915,0.6138,0.9231,3.682,1090,658,0.0
84.99,3.4503,34.3,3.4314,0.3789,697,0.038511,43.25,44.02,1.5968,0.6418,0.8388,3.4693,1090,665,0.0
-16.06,3.5418,20.2,3.5367,0.426,706,0.031151,46.64,48.46,0.3252,0.5069,0.9092,3.5469,1090,672,0.0
32.27,3.762,17.7,3.7518,0.6461,715,0.034629,48.13,48.68,0.6155,0.745,0.9218,3.7721,1090,679,0.0
-21.47,3.6485,20.3,3.6304,0.5521,723,0.031624,46.27,48.9,0.4203,0.4815,0.9164,3.6667,1090,685,0.0
69.92,3.9164,33.6,3.8991,0.785,732,0.035804,44.04,42.67,1.4208,0.3934,0.8357,3.9338,1090,692,0.0
21.8,3.8242,10.4,3.8199,0.6792,741,0.031888,46.98,46.88,0.4276,0.5189,0.9377,3.8284,1090,698,0.0
58.9,3.847,34.5,3.8345,0.7078,749,0.041557,42.91,41.51,1.0434,0.2601,0.8469,3.8595,1090,704,0.0
14.25,3.6725,15.1,3.6701,0.5809,758,0.033161,45.96,46.13,0.305,0.6511,0.9246,3.675,1090,711,0.0
-7.87,3.9535,14.1,3.9346,0.792,767,0.03508,46.9,47.92,0.1453,0.2526,0.928,3.9723,1090,718,0.0
-20.44,3.3537,19.7,3.3485,0.2938,776,0.031218,47.75,47.05,0.3816,0.6374,0.919,3.359,1090,725,0.0
-19.75,3.6862,29.8,3.603,0.5624,784,0.038202,45.74,46.01,0.4089,0.5184,0.8819,3.7693,1090,731,0.0
-16.82,3.3369,30.5,3.3233,0.2682,793,0.037609,44.91,44.12,0.348,0.3284,0.8792,3.3505,1090,738,0.0
14.88,3.7723,18.1,3.7655,0.6173,802,0.033366,46.11,46.53,0.2944,0.3868,0.918,3.7792,1090,744,0.0
-20.04,3.9702,14.9,3.9613,0.8061,810,0.033843,46.97,47.49,0.3693,0.7632,0.9307,3.9791,1090,750,0.0
91.64,3.5135,25.0,3.5123,0.4175,819,0.037695,46.12,45.53,1.63,0.4431,0.8718,3.5146,1090,757,0.0
35.85,3.8941,17.1,3.8774,0.7448,828,0.035578,46.02,46.96,0.7199,0.2766,0.9123,3.9109,1090,764,0.0
-11.76,3.7562,31.9,3.7519,0.6059,837,0.037186,44.4,45.39,0.2384,0.4754,0.8648,3.7606,1090,771,0.0
23.57,3.7993,27.1,3.7992,0.6736,845,0.037383,45.48,45.83,0.4466,0.7899,0.8953,3.7995,1090,777,0.0
-11.74,3.7708,14.4,3.7478,0.6361,854,0.033516,46.97,48.46,0.2486,0.4332,0.9281,3.7938,1090,784,0.0
21.65,3.6933,27.3,3.6858,0.5736,863,0.032576,45.48,44.81,0.392,0.5908,0.8896,3.7008,1090,791,0.0
-12.64,3.6549,21.3,3.6453,0.5483,0,0.027314,53.13,57.65,0.2282,0.8031,0.9921,3.6645,2568,116,0.0
65.27,3.7465,35.3,3.7453,0.6082,1,0.024785,56.95,57.28,1.0904,0.4072,0.9873,3.7478,2568,118,0.0
-61.15,3.786,34.2,3.7638,0.6619,3,0.028799,55.93,56.56,1.0975,0.4022,0.9828,3.8082,2568,122,0.0
58.96,3.8889,35.3,3.8741,0.7493,5,0.030504,56.87,55.79,1.0438,0.1965,0.9896,3.9037,2568,126,0.0
17.24,4.1328,33.3,4.1288,0.9451,7,0.029393,55.02,56.05,0.2941,0.8126,1.0,4.1368,2568,130,0.0
-108.4,3.6059,45.0,3.5898,0.5172,8,0.02919,55.06,56.75,1.84,0.5452,0.9859,3.6219,2568,132,0.0
29.32,3.9779,29.5,3.9758,0.8195,10,0.026746,55.4,58.09,0.559,0.2595,0.9913,3.98,2568,136,0.0
-11.35,4.0324,28.8,4.0298,0.857,12,0.030144,57.11,55.14,0.1964,0.1877,0.9856,4.035,2568,140,0.0
39.17,3.7607,40.3,3.7512,0.6377,14,0.031309,56.33,55.93,0.6971,0.7948,0.9895,3.7702,2568,144,0.0
51.78,3.7621,31.1,3.76,0.6248,15,0.028469,55.07,55.37,0.9026,0.5799,0.9863,3.7642,2568,147,0.0
-33.3,3.751,33.2,3.7219,0.6432,17,0.025928,56.61,55.47,0.5765,0.4955,0.9923,3.7801,2568,151,0.0
15.87,3.9153,45.0,3.9122,0.7628,19,0.031369,53.89,57.6,0.2825,0.4857,0.9938,3.9183,2568,155,0.0
-17.67,3.7657,28.6,3.7464,0.655,21,0.029008,57.27,57.88,0.2862,0.4795,0.9877,3.785,2568,159,0.0
-6.0,3.5955,22.7,3.5949,0.4929,22,0.031099,56.57,56.93,0.1035,0.4534,0.9923,3.5961,2568,161,0.0
11.5,3.8517,31.3,3.8493,0.6925,24,0.030696,55.69,56.78,0.1943,0.42,0.983,3.8542,2568,165,0.0
8.21,3.4691,45.0,3.4631,0.3837,26,0.02704,56.16,56.4,0.1581,0.5645,0.9885,3.4751,2568,169,0.0
-15.56,3.5732,29.3,3.5449,0.4828,28,0.028247,57.36,57.46,0.2508,0.3963,0.9868,3.6015,2568,173,0.0
-17.6,3.7507,28.6,3.747,0.6184,29,0.029304,57.5,55.77,0.3044,0.4176,0.9893,3.7543,2568,175,0.0
36.73,3.4713,27.7,3.4707,0.4017,31,0.027782,56.97,55.75,0.6946,0.5714,0.9821,3.472,2568,180,0.0
30.14,3.7211,36.1,3.69,0.6027,33,0.030735,54.71,56.06,0.5972,0.461,0.9905,3.7522,2568,184,0.0
-37.4,3.8286,32.6,3.8208,0.6909,35,0.029892,56.24,55.98,0.6426,0.3453,0.9874,3.8365,2568,188,0.0
-19.92,3.9256,35.2,3.9249,0.7854,36,0.032127,58.09,56.74,0.3453,0.5367,0.9898,3.9264,2568,190,0.0
-22.57,3.6192,45.0,3.5966,0.528,38,0.02931,57.33,56.15,0.4085,0.4953,0.9862,3.6419,2568,194,0.0
-33.87,3.9734,42.9,3.9677,0.8071,40,0.030625,55.18,57.66,0.5324,0.5499,0.9817,3.9791,2568,198,0.0
-18.48,3.4948,45.0,3.4883,0.4168,42,0.030147,56.15,54.56,0.3272,0.6172,0.9856,3.5014,2568,202,0.0
21.68,3.4989,43.3,3.4981,0.3991,44,0.028198,56.39,55.46,0.3697,0.5328,0.9776,3.4998,2568,207,0.0
31.49,3.5048,39.3,3.4877,0.4315,45,0.030128,56.64,56.67,0.5128,0.5903,0.9997,3.5218,2568,209,0.0
-8.12,3.832,38.0,3.8126,0.6758,47,0.02952,57.16,53.76,0.1625,0.6602,0.9758,3.8514,2568,213,0.0
22.69,3.7613,37.8,3.7545,0.6169,49,0.028145,53.45,55.69,0.3949,0.6187,0.9838,3.7681,2568,217,0.0
-59.66,3.423,42.0,3.4081,0.3508,51,0.029022,55.02,54.23,0.9747,0.7757,0.9774,3.4379,2568,221,0.0
17.6,3.8965,45.0,3.8794,0.7229,52,0.029699,55.04,56.21,0.3038,0.2339,0.982,3.9136,2568,223,0.0
-25.82,3.7463,22.6,3.7153,0.6329,54,0.026005,55.78,57.98,0.4437,0.273,0.9805,3.7773,2568,227,0.0
-39.35,3.5577,29.6,3.5522,0.4656,56,0.030303,53.1,57.98,0.6619,0.5155,0.9862,3.5631,2568,231,0.0
13.21,3.5209,37.0,3.5208,0.4402,58,0.029758,58.22,55.87,0.2436,0.4397,0.9764,3.5211,2568,235,0.0
10.27,3.5786,34.5,3.5358,0.4919,59,0.03013,55.88,55.14,0.1883,0.4394,0.987,3.6213,2568,238,0.0
-21.38,3.6565,38.9,3.6527,0.549,61,0.030562,55.8,56.8,0.3905,0.7952,0.9823,3.6604,2568,242,0.0
34.26,3.894,28.1,3.8877,0.7472,63,0.030258,56.96,57.24,0.627,0.6553,0.9906,3.9004,2568,246,0.0
-6.71,3.9728,45.0,3.9647,0.8162,65,0.029745,55.94,56.3,0.1236,0.1889,0.9798,3.9809,2568,250,0.0
10.8,3.4115,20.4,3.3834,0.3316,66,0.031482,56.37,55.22,0.1898,0.5834,0.9838,3.4396,2568,252,0.0
-74.18,3.9225,25.5,3.9148,0.7343,68,0.029632,55.35,55.0,1.2181,0.5821,0.9799,3.9303,2568,256,0.0
29.75,3.6713,39.4,3.6685,0.5535,70,0.030496,55.25,55.55,0.5661,0.4568,0.9754,3.6741,2568,260,0.0
-28.13,3.4626,30.6,3.4611,0.4025,72,0.02696,56.86,55.83,0.5055,0.7893,0.9797,3.4641,2568,264,0.0
24.96,3.6983,38.0,3.6614,0.5761,73,0.027656,54.04,55.04,0.4649,0.3898,0.9774,3.7352,2568,267,0.0
-35.17,3.7327,32.2,3.7292,0.6111,75,0.028905,56.84,55.55,0.5992,0.4773,0.976,3.7362,2568,271,0.0
-22.33,3.3203,31.6,3.3088,0.281,77,0.031338,57.23,57.46,0.3934,0.4989,0.9951,3.3319,2568,275,0.0
36.35,3.7594,45.0,3.7469,0.6425,79,0.028265,56.05,54.88,0.577,0.3708,0.9783,3.7719,2568,279,0.0
-112.86,3.6643,45.0,3.6557,0.5448,80,0.029032,55.27,56.12,1.9638,0.6329,0.9712,3.6729,2568,281,0.0
16.74,3.5097,27.5,3.4622,0.417,82,0.02913,54.6,57.19,0.2932,0.5916,0.9856,3.5573,2568,285,0.0
15.05,3.9922,43.2,3.9872,0.8243,84,0.029328,56.43,56.56,0.2687,0.551,0.9692,3.9973,2568,289,0.0
-16.12,3.4936,40.2,3.4929,0.4248,86,0.029439,57.02,57.74,0.2736,0.8428,0.9807,3.4944,2568,293,0.0
-21.76,3.4264,34.7,3.3789,0.3447,88,0.028278,55.53,59.22,0.3957,0.8492,0.9813,3.4739,2568,298,0.0
-7.75,3.785,30.9,3.7833,0.6709,89,0.030761,55.63,54.47,0.1413,0.3866,0.9851,3.7866,2568,300,0.0
-13.55,3.3635,45.0,3.3442,0.297,91,0.031166,54.81,56.53,0.2473,0.7545,0.9658,3.3828,2568,304,0.0
-24.46,3.7656,23.3,3.7627,0.6386,93,0.028308,56.55,54.46,0.4618,0.2357,0.9859,3.7684,2568,308,0.0
-12.0,3.6198,38.2,3.6082,0.4936,95,0.029833,57.77,55.11,0.2115,0.542,0.9819,3.6314,2568,312,0.0
33.2,3.4,34.1,3.3804,0.3417,96,0.027968,55.8,56.08,0.5894,0.4918,0.9829,3.4196,2568,314,0.0
-7.36,3.7946,32.2,3.7662,0.6455,98,0.030285,55.39,55.27,0.1267,0.4762,0.9811,3.8229,2568,318,0.0
-58.19,3.2895,15.0,3.2694,0.2383,100,0.03313,55.96,56.06,1.0467,0.8094,0.975,3.3095,2568,322,0.0
13.41,3.7941,40.4,3.7809,0.6693,102,0.032612,55.88,55.22,0.2456,0.3113,0.9829,3.8074,2568,327,0.0
18.31,4.0465,27.1,4.0444,0.8877,103,0.026141,54.62,55.0,0.3325,0.05,0.9882,4.0487,2568,329,0.0
-27.99,3.6894,29.5,3.6832,0.5526,105,0.029506,54.08,56.77,0.4564,0.4987,0.9877,3.6955,2568,333,0.0
14.73,3.9688,45.0,3.9676,0.8144,107,0.02935,57.29,56.39,0.2503,0.3626,0.9714,3.97,2568,337,0.0
8.15,3.5562,32.3,3.5476,0.4646,109,0.029573,54.06,55.38,0.1492,0.4239,0.9788,3.5648,2568,341,0.0
-16.96,4.0416,32.9,4.0314,0.8656,110,0.030935,55.12,56.38,0.278,0.1178,0.9733,4.0518,2568,343,0.0
-25.98,3.9889,45.0,3.9717,0.812,112,0.028889,57.22,53.9,0.436,0.5283,0.9703,4.0061,2568,347,0.0
-17.88,3.6244,31.2,3.6204,0.5123,114,0.026959,54.72,56.26,0.3045,0.663,0.9722,3.6283,2568,351,0.0
30.19,3.6641,30.2,3.6464,0.557,116,0.0315,57.73,55.68,0.5252,0.277,0.9787,3.6817,2568,355,0.0
-41.65,3.4327,29.2,3.4309,0.3712,117,0.029736,53.94,56.4,0.7453,0.7912,0.9796,3.4344,2568,358,0.0
-37.04,3.6607,41.3,3.6534,0.5805,119,0.029513,54.37,55.54,0.6229,0.7546,0.98,3.668,2568,362,0.0
73.1,3.9122,45.0,3.9119,0.7362,121,0.032762,55.6,53.41,1.2094,0.1737,0.9672,3.9126,2568,366,0.0
-11.46,3.972,34.3,3.968,0.8048,123,0.025593,54.25,56.85,0.2221,0.5654,0.9789,3.9761,2568,370,0.0
17.72,3.2426,33.9,3.2387,0.2,124,0.031817,54.44,54.79,0.298,0.4024,0.9765,3.2465,2568,372,0.0
-17.53,3.9961,27.1,3.9945,0.8437,126,0.028831,56.54,55.75,0.2933,0.6921,0.9724,3.9978,2568,376,0.0
6.57,3.7171,24.4,3.7158,0.5885,128,0.02867,56.3,55.12,0.1198,0.3234,0.9697,3.7184,2568,380,0.0
-32.07,3.7207,39.1,3.6874,0.5927,130,0.032044,53.15,56.11,0.5433,0.3722,0.9698,3.754,2568,384,0.0
-49.74,3.5471,41.7,3.545,0.4454,132,0.029603,55.06,53.97,0.898,0.6064,0.9696,3.5493,2568,389,0.0
-39.04,3.4075,42.0,3.3944,0.3358,133,0.031511,53.97,55.06,0.6683,0.7025,0.9717,3.4206,2568,391,0.0
-13.23,3.5987,41.9,3.5882,0.5035,135,0.026575,54.44,56.15,0.2286,0.3753,0.976,3.6092,2568,395,0.0
-78.93,3.7268,41.6,3.7088,0.6118,137,0.028135,56.35,55.31,1.285,0.4371,0.9693,3.7448,2568,399,0.0
-8.93,3.8539,36.2,3.8374,0.6862,139,0.031405,56.62,55.11,0.1535,0.2675,0.9743,3.8704,2568,403,0.0
-42.27,3.3458,29.2,3.3248,0.2989,140,0.028888,55.07,56.06,0.7171,0.267,0.976,3.3669,2568,405,0.0
10.43,3.9785,26.5,3.9765,0.8222,142,0.028644,57.45,55.87,0.1884,0.399,0.9786,3.9806,2568,409,0.0
8.31,3.3876,27.3,3.3492,0.309,144,0.029287,57.36,56.41,0.1543,0.4503,0.9793,3.426,2568,413,0.0
12.85,3.8038,36.8,3.7662,0.669,146,0.029657,54.97,54.41,0.2365,0.4213,0.9762,3.8413,2568,418,0.0
-34.71,3.7415,45.0,3.7274,0.6111,147,0.030628,55.45,57.13,0.5651,0.244,0.9682,3.7557,2568,420,0.0
-23.47,3.6576,12.8,3.6531,0.5706,149,0.030156,57.21,55.75,0.4761,0.428,0.984,3.6621,2568,424,0.0
-33.31,3.5035,39.4,3.4986,0.4139,151,0.029574,55.82,57.46,0.5613,0.7137,0.9719,3.5084,2568,428,0.0
-34.1,3.7066,36.2,3.7007,0.5802,153,0.028651,55.76,54.48,0.6383,0.5767,0.9713,3.7124,2568,432,0.0
7.26,4.005,36.4,3.9899,0.8359,154,0.029013,53.98,55.43,0.1282,0.4788,0.9746,4.0201,2568,434,0.0
15.75,3.74,45.0,3.7329,0.6018,156,0.029341,54.27,54.67,0.2718,0.3365,0.9652,3.7471,2568,438,0.0
13.99,3.4714,31.3,3.4578,0.3801,158,0.031416,56.67,55.18,0.2656,0.584,0.9727,3.485,2568,442,0.0
10.57,3.794,29.3,3.7881,0.6453,160,0.028438,54.9,55.33,0.1894,0.1563,0.9823,3.7999,2568,446,0.0
34.39,3.8501,26.8,3.8493,0.7058,161,0.030802,55.93,54.57,0.5935,0.3837,0.9771,3.8509,2568,449,0.0
-13.66,3.9627,19.9,3.9586,0.8002,163,0.026948,55.23,56.88,0.277,0.4865,0.9857,3.9667,2568,453,0.0
28.43,3.9513,30.3,3.9459,0.7874,165,0.026258,57.16,57.78,0.51,0.368,0.9822,3.9566,2568,457,0.0
-57.13,3.8399,39.2,3.8356,0.7118,167,0.029778,55.99,54.31,1.0278,0.3334,0.9754,3.8442,2568,461,0.0
10.98,3.744,42.5,3.7232,0.6347,168,0.028962,55.88,54.92,0.2042,0.3148,0.9736,3.7649,2568,463,0.0
-94.49,3.7522,39.8,3.7445,0.6538,170,0.0312,53.8,54.83,1.7695,0.2441,0.9638,3.7599,2568,467,0.0
19.55,3.9082,41.9,3.8924,0.7518,172,0.032859,54.19,53.59,0.3529,0.2533,0.9652,3.9239,2568,471,0.0
11.46,3.389,38.0,3.3653,0.337,174,0.032365,56.03,56.44,0.2168,0.5671,0.9751,3.4127,2568,475,0.0
-39.62,3.569,25.5,3.5582,0.4599,0,0.032274,48.25,45.41,0.8752,0.5618,0.9694,3.5798,1432,138,0.0
-9.62,3.8573,24.4,3.8477,0.7302,11,0.030065,45.62,46.11,0.208,0.487,0.9836,3.867,1432,151,0.0
16.81,4.0409,27.2,4.0395,0.8402,22,0.031262,46.41,46.04,0.3544,0.6299,0.9738,4.0424,1432,165,0.0
29.9,3.5595,16.2,3.5488,0.4507,34,0.028675,45.48,45.01,0.6742,0.4938,0.9822,3.5702,1432,180,0.0
31.47,3.5436,38.8,3.5166,0.4526,45,0.033141,44.45,44.8,0.6928,0.591,0.9762,3.5706,1432,194,0.0
-26.17,3.3979,20.2,3.3951,0.332,57,0.030542,45.52,45.06,0.494,0.4764,0.9789,3.4007,1432,209,0.0
-20.64,3.8837,24.5,3.8788,0.7471,68,0.027332,45.11,45.43,0.4371,0.3088,0.9871,3.8886,1432,222,0.0
-13.56,3.6676,34.1,3.6609,0.5654,80,0.031573,44.6,45.13,0.2922,0.389,0.9691,3.6742,1432,237,0.0
-11.69,3.6011,42.8,3.5637,0.4972,91,0.030122,43.66,44.75,0.252,0.3729,0.9605,3.6386,1432,251,0.0
89.38,3.9103,19.3,3.904,0.7731,103,0.029959,44.34,45.91,1.9986,0.5914,0.9706,3.9165,1432,266,0.0
-24.76,4.0496,22.5,4.0197,0.8776,114,0.02791,44.96,46.52,0.5625,0.4298,0.9623,4.0795,1432,280,0.0
-10.5,3.7916,26.8,3.7878,0.6835,125,0.031607,44.82,44.61,0.2379,0.4266,0.9678,3.7954,1432,293,0.0
25.56,3.8387,32.3,3.7873,0.698,137,0.032699,45.82,45.54,0.53,0.2749,0.9524,3.8902,1432,308,0.0
22.18,3.9325,31.3,3.9143,0.7788,148,0.028793,44.2,44.39,0.4985,0.3057,0.9573,3.9508,1432,322,0.0
-15.84,3.6281,31.2,3.6267,0.5135,160,0.030535,43.93,45.27,0.3275,0.6899,0.9566,3.6295,1432,337,0.0
18.88,3.4813,45.0,3.4751,0.3886,171,0.034748,44.11,43.85,0.3943,0.6995,0.9375,3.4874,1432,351,0.0
-43.5,3.4028,28.8,3.3959,0.3364,183,0.032683,42.6,44.64,0.8811,0.8099,0.9621,3.4097,1432,366,0.0
-28.28,3.4891,17.8,3.4589,0.4032,194,0.032162,44.52,44.74,0.61,0.2776,0.9715,3.5194,1432,379,0.0
-6.02,3.7576,37.5,3.7562,0.6501,206,0.028994,43.55,44.26,0.1298,0.2879,0.9439,3.759,1432,394,0.0
32.86,3.8556,33.4,3.8522,0.714,217,0.029712,44.22,44.34,0.7118,0.1026,0.9539,3.8589,1432,408,0.0
9.97,3.847,19.4,3.8285,0.7156,229,0.033222,44.98,45.06,0.2129,0.2329,0.9615,3.8655,1432,423,0.0
-51.65,3.6699,23.2,3.6691,0.5553,240,0.030358,43.78,44.07,1.127,0.3464,0.9561,3.6707,1432,437,0.0
9.52,4.0112,19.6,4.0109,0.8617,251,0.028763,44.6,43.82,0.2005,0.339,0.9553,4.0115,1432,450,0.0
89.5,3.8898,15.3,3.8807,0.7172,263,0.028684,44.5,44.61,1.9531,0.3219,0.9595,3.899,1432,465,0.0
-19.95,3.7559,29.6,3.7534,0.6291,274,0.035058,46.46,45.05,0.4316,0.5355,0.9394,3.7584,1432,479,0.0
17.62,3.8605,13.3,3.8545,0.729,286,0.030741,45.43,45.49,0.4053,0.5962,0.9582,3.8665,1432,494,0.0
-34.11,3.3353,37.7,3.3343,0.2757,297,0.035995,42.36,42.64,0.7324,0.6518,0.9298,3.3363,1432,508,0.0
35.29,3.8003,37.0,3.777,0.6747,309,0.033591,43.49,43.08,0.77,0.2538,0.9235,3.8237,1432,523,0.0
-12.47,3.4995,20.8,3.4817,0.4172,320,0.028907,45.56,45.38,0.2735,0.5641,0.9602,3.5173,1432,536,0.0
27.93,3.7483,27.7,3.7279,0.6053,332,0.032805,44.06,44.01,0.5885,0.6978,0.9415,3.7686,1432,551,0.0
29.8,3.8556,29.8,3.8424,0.7213,343,0.03154,44.77,43.55,0.6385,0.4119,0.9402,3.8689,1432,565,0.0
-18.32,3.6272,24.2,3.6249,0.5311,354,0.027489,45.41,44.12,0.4173,0.6034,0.9582,3.6295,1432,579,0.0
-7.0,3.8424,35.0,3.8374,0.7069,366,0.030665,43.03,43.68,0.145,0.2485,0.9321,3.8475,1432,594,0.0
11.61,3.526,13.7,3.5246,0.4258,377,0.03179,44.8,46.05,0.2563,0.4477,0.9515,3.5274,1432,608,0.0
-23.69,3.5223,30.4,3.5118,0.4406,389,0.035554,43.86,44.11,0.4836,0.6291,0.933,3.5328,1432,623,0.0
-43.64,3.6548,27.9,3.6353,0.5473,400,0.029319,45.48,43.27,0.9195,0.429,0.9407,3.6743,1432,636,0.0
5.64,3.5119,32.5,3.4992,0.4104,412,0.032662,43.98,43.34,0.1296,0.4599,0.9356,3.5245,1432,651,0.0
-10.17,3.6001,33.2,3.5912,0.5251,423,0.032528,44.4,42.32,0.2045,0.5121,0.9246,3.609,1432,665,0.0
-27.72,3.6446,18.8,3.6222,0.5541,435,0.031653,44.36,43.79,0.5949,0.2477,0.9458,3.6669,1432,680,0.0
-9.58,3.4464,24.0,3.4334,0.3867,446,0.034494,44.57,44.3,0.2131,0.7552,0.9341,3.4594,1432,694,0.0
-11.13,3.6717,31.4,3.6576,0.5682,458,0.031257,44.74,43.39,0.2582,0.5797,0.937,3.6859,1432,709,0.0
16.08,3.5175,27.6,3.514,0.4425,469,0.032349,44.62,44.43,0.3714,0.5515,0.9404,3.521,1432,722,0.0
10.66,3.8554,31.5,3.8345,0.7201,480,0.034227,43.85,42.59,0.2484,0.2852,0.9335,3.8763,1432,736,0.0
-61.36,3.8641,34.1,3.8601,0.7265,492,0.033489,40.56,42.27,1.4511,0.1502,0.9036,3.8681,1432,751,0.0
-6.6,3.4526,41.9,3.4525,0.3814,503,0.033905,41.38,40.43,0.1341,0.6257,0.8798,3.4527,1432,765,0.0
23.39,3.8217,29.0,3.8007,0.6868,515,0.031686,44.17,42.77,0.5363,0.349,0.9276,3.8426,1432,780,0.0
14.26,3.5991,13.9,3.5977,0.4879,526,0.031075,44.37,43.86,0.298,0.6729,0.9447,3.6005,1432,793,0.0
-47.69,3.575,33.1,3.566,0.4748,538,0.03583,43.57,42.11,1.0373,0.5079,0.9075,3.584,1432,808,0.0
-14.19,3.9093,30.3,3.8886,0.7491,549,0.032032,43.71,43.4,0.2942,0.1305,0.9291,3.9299,1432,822,0.0
-14.58,3.8139,24.2,3.8128,0.6797,561,0.037671,42.09,43.62,0.3523,0.4833,0.9401,3.8151,1432,837,0.0
-12.04,3.4284,25.5,3.4081,0.344,572,0.032368,43.66,43.35,0.2609,0.3621,0.9283,3.4488,1432,851,0.0
9.18,3.6613,34.4,3.6452,0.5504,583,0.032146,41.56,42.17,0.1919,0.5723,0.9107,3.6775,1432,864,0.0
-35.69,3.5627,36.9,3.5621,0.4546,595,0.03516,41.6,41.4,0.7819,0.8414,0.8792,3.5633,1432,879,0.0
13.33,3.842,36.4,3.8257,0.7037,606,0.039934,42.76,42.94,0.2792,0.6295,0.8982,3.8583,1432,893,0.0
-10.27,4.0695,32.9,4.0616,0.8898,618,0.036696,43.54,41.32,0.2229,0.1971,0.8977,4.0774,1432,908,0.0
-81.5,4.0727,10.5,4.0685,0.9186,629,0.032025,43.65,43.15,1.8464,0.4518,0.9327,4.0768,1432,922,0.0
-24.0,3.8316,35.8,3.822,0.6899,641,0.035548,39.85,40.8,0.5613,0.4554,0.8813,3.8411,1432,937,0.0
-13.63,4.0045,27.7,4.0003,0.8187,652,0.033529,42.5,41.84,0.3179,0.4529,0.921,4.0087,1432,950,0.0
5.44,3.8363,13.4,3.8149,0.6807,664,0.031129,43.75,44.77,0.1141,0.3849,0.9376,3.8577,1432,965,0.0
-12.45,3.8288,39.2,3.8254,0.6931,675,0.03865,40.33,40.13,0.2767,0.5585,0.863,3.8322,1432,979,0.0
31.98,3.8305,40.8,3.8288,0.6811,687,0.041525,40.76,39.0,0.6834,0.4911,0.8484,3.8323,1432,994,0.0
6.31,3.7652,35.8,3.7635,0.6388,698,0.033986,40.98,40.28,0.1346,0.3985,0.8884,3.7668,1432,1008,0.0
-21.63,3.6294,12.6,3.6192,0.5344,709,0.031575,43.74,43.42,0.4429,0.5683,0.9423,3.6396,1432,1022,0.0
26.41,3.7868,21.2,3.7562,0.6605,721,0.037556,43.03,43.53,0.6145,0.5356,0.93,3.8175,1432,1036,0.0
25.3,3.7534,28.4,3.7391,0.6301,732,0.029178,43.53,42.44,0.5452,0.7261,0.906,3.7676,1432,1050,0.0
